text,topic
"Could someone please post the rosters for the College Hockey All-Star game East
and West Rosters?  Thanks in advance.
",sports
"
Bryan Murray has done very little as GM...Yzerman, Fedorov, Cheveldae,
Chaisson, the whole Russian strategy was a product of the previous
GM...Murray has made a couple of decent trades...that's about it...
that would hardly rank him as the best GM.

Wasn't Primeau, Murray's first decision as GM...",sports
"
Jagr has a higher +/-, but Francis has had more points.  And take it from
an informed observer, Ronnie Francis has had a *much* better season than
Jaromir Jagr.  This is not to take anything away from Jaro, who had a 
decent year (although it didn't live up to the expectations of some).
 

Dean
-- ",sports
"


Not if you've scored four runs, you don't!  Why strain even the best pitching
staff?  Why not make it easier for them?  

In the 2-1 game, the best pitching staff in the world can't compensate
for a blown call, a bad hop, a gust of wind.  Winning close is the 
wrong way to win; both keeping opposing runs down AND scoring a lot 
yourself are insurance against the ""Shit happens"" aspect of baseball.

Not every great teamhas even *good* pitching.  The Big Red Machine of
the 70's was league-average in pitching.  But somehow, Rose-Morgan-Bench-
Perez-etc. managed to win 100 games more than once, peaking at 108.",sports
"Compiled from the last five Defensive Average reports, here are the career
DAs for the individual players in the reports.  Stats are courtesy of
Sherri Nichols.  Players are listed in descending order.

Third Basemen
-------------

Name                 1988  1989  1990  1991  1992   88-92
Mitchell, Kevin      .690  ----  ----  ----  ----   0.690
Gonzales, Rene       .685  ----  ----  ----  ----   0.685
Leius, Scott         ----  ----  ----  .653  .680   0.672
Pendleton, Terry     .692  .685  .631  .689  .634   0.667
Ventura, Robin       ----  ----  .641  .647  .677   0.657
Wallach, Tim         .728  .674  .600  .630  .665   0.657
Gruber, Kelly        .717  .657  .580  .630  .664   0.650
Pagliarulo, Mike     .631  ----  .575  .744  ----   0.649
Harris, Lance        ----  ----  .642  .652  ----   0.648
Howell, Jack         .656  .666  .609  ----  ----   0.647
Williams, Matt       ----  ----  .633  .653  .656   0.647
Caminiti, Ken        ----  .675  .630  .653  .596   0.642
Sabo, Chris          .751  .626  .616  .613  .575   0.642
Gaetti, Gary         .616  .638  .655  .632  ----   0.637
Buechele, Steve      .647  .616  .647  .681  .599   0.635
Salazar, Luis        ----  .617  .643  .637  ----   0.632
Pecota, Bill         ----  ----  ----  .629  ----   0.629
Schmidt, Mike        .628  ----  ----  ----  ----   0.628
Riles, Ernie         ----  .627  ----  ----  ----   0.627
Boggs, Wade          .643  .659  .550  .653  .634   0.626
Martinez, Egdar      ----  ----  .621  .645  .599   0.624
Molitor, Paul        .633  .617  ----  ----  ----   0.624
Phillips, Tony       ----  ----  .623  ----  ----   0.623
*NL Average*         .643  .625  .602  .623  .603   0.619
Brookens, Tom        .616  ----  ----  ----  ----   0.616
King, Jeff           ----  ----  .616  ----  ----   0.616
Seitzer, Kevin       .654  .583  .593  ----  .635   0.616
*AL Average*         .641  .612  .604  .620  .602   0.615
Jacoby, Brook        .624  .621  .600  ----  .597   0.613
Hansen, Dave         ----  ----  ----  ----  .611   0.611
Law, Vance           .635  .576  ----  ----  ----   0.611
Magadan, Dave        ----  ----  ----  ----  .609   0.609
Jefferies, Greg      ----  ----  ----  ----  .606   0.606
Sharperson, Mike     ----  ----  .606  ----  ----   0.606
Zeile, Todd          ----  ----  ----  .614  .593   0.605
Baerga, Carlos       ----  ----  ----  .604  ----   0.604
Hayes, Chris         ----  .601  .622  .606  .574   0.602
Livingstone, Scott   ----  ----  ----  ----  .597   0.597
Hamilton, J.         .611  .584  ----  ----  ----   0.595
Kelly, Pat           ----  ----  ----  .595  ----   0.595
Lyons, Steve         .590  ----  ----  ----  ----   0.590
Oberkfell, Ken       .590  ----  ----  ----  ----   0.590
Johnson, Howard      .628  .549  .611  .573  ----   0.588
Bell, Buddy          .587  ----  ----  ----  ----   0.587
Lansford, Carney     .620  .578  .594  ----  .550   0.587
Presley, Jim         .643  .595  .530  ----  ----   0.584
Schu, Rick           ----  .584  ----  ----  ----   0.584
Worthington, Cal     ----  .583  .575  ----  ----   0.580
Hollins, Dave        ----  ----  ----  ----  .577   0.577
Sheffield, Gary      ----  ----  .584  ----  .567   0.575
Blauser, Jeff        ----  .573  ----  ----  ----   0.573
Fryman, Travis       ----  ----  ----  .571  ----   0.571
Gantner, Jim         ----  ----  ----  .570  ----   0.570
Gomez, Lee           ----  ----  ----  .551  .542   0.546
Palmer, Dean         ----  ----  ----  ----  .520   0.520
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Grad Student At Large",sports
"Well put, Jason.  I am not from Wisconsin, but I have close relatives who
live in Port Washington (about 30 minutes north of Milwaukee), I visit the
city regularly, and I have been in the Bradley four times to see the Admirals
play  and the NCAA Hockey Championships.  It is a beautiful building.  The
Pettits and the city like to promote it as the best facility for hockey in
North America.
As to what will happen with the Admirals if Milwaukee does acquire a
franchise, word is the team will move to Green Bay and play in the Brown
County Arena.
Once again, the Admirals are an independent franchise, and the people of
Milwaukee have been supporting them well.  The games I have been to have seen
crowds anywhere from 10,000 to 13,000, which are numbers some NHL teams (i.e.
the Islanders, Hartford, New Jersey) would be envious of having on some nights.
Plus the fact that the city is able to support a minor league franchise without
the glamour of having an NHL club affiliated to it is testimony to the amount
of hockey interest exists in the city.

Sincerely,

Martin Hill, Rt. 2, Box 155B, Sault Ste. Marie, MI (Home of LSSU:  Go Lakers!)",sports
"
He's been playing horrible defense. Baylor said after Wednesday's game that
he wanted to shake up the lineup a little, because Bichette has been
having a rough time defensively and Jerald Clark has not been hitting.
He was true to his word; I went to Thursday's game and Gerald Young
was in right and Daryl Boston (who has a very hot bat) was in left.
Baylor was careful to say though that he didn't necessarily mean for
these changes to be permanent but he wanted to give these other two
a shot while Clark and Bichette were not playing well.

In defense of Bichette, it looks like right field in Mile High Stadium
is a bitch to play. Some of the visiting outfielders have been having
some problems too (although Bobby Bonilla made a great catch crashing into
the wall to rob Daryl Boston of an extra base hit in Thursday's game)",sports
"
Hank Greenberg, Sid Gordon, Ron Blomberg.",sports
"

Wow.  So that's probably the reason why current assistant coach Drew Ramenda
hinted that he won't be back.  Thanks for the news, Mikko; can you (or any
of our Finnish netters) comment on Tichonov?",sports
"   During the Detroit game Mon night there were octopus thrown on
   the ice what is the meaning or symbolism here?  They used to
   throw fish on the ice here in Spokane afew years ago. I never 
   knew where this came from.
",sports
"Rawley Eastwick
",sports
"Well, as long as folks are sharing their esteemed wisdom, Li'l Karnak sez:

	AL West		AL East 	NL West		NL East 
	1) Chicago	1) Toronto	1) Atlanta	1) St. Louis
	2) Texas	2) New York	2) Cincinnati	2) Montreal 
	3) Minnesota	3) Baltimore	3) Houston	3) New York 
	4) Oakland 	4) Boston	4) Los Angeles	4) Philadelphia
	5) Seattle	5) Detroit	5) San Diego	5) Pittsburgh 
	6) Kansas City	6) Milwaukee	6) San Fran. 	6) Chicago 
	7) California	7) Cleveland	7) Colorado	7) Florida 

  Details to follow later. Pick it apart as you like. 

  Also, if anyone is still taking entries for prediction pools/contests,
could you snag mine and add it to the list? Thanks. 

  I'm just glad it's opening day; makes up a little bit for the gloom/doom
weather patterns here. 

  Lundy, 
",sports
"Has David Wells landed with a team yet?  I'd think the Tigers with their 
anemic pitching would grab this guy pronto!",sports
"If the Islanders beat the Devils tonight, they would finish with
identical records.  Who's the lucky team that gets to face the Penguins
in the opening round?   Also, can somebody list the rules for breaking
ties.
",sports
"

Are there any further stories to report on the eve' of Norm's farewell 
from the twin cities? In an earlier post, it was announced that Norm 
Green was given until midnight of the last home-game of the North Stars
to cleanup his belongings and turn in the keys to the arena. 
Did this happen? Was Norm run-out-of-town?

Rumor has it that while he was attempting to remove the score board, 
the score-board fell to the ice and flattened Mr. Greedy to a large
piece of green paper. Arena management had to use the Zamboni (which 
they confiscated from Norm's truck) to clean-up the useless remains. ",sports
"

: I have one complaint for the cameramen doing the Jersey-Pitt series:  Show
: the shots, not the hits.  On more than one occassion the camera zoomed in
: on a check along the boards while the puck was in the slot.  They panned
: back to show the rebound.  Maybe Mom's camera people were a little more 
: experienced.



: Joseph Stiehm

Exactly.  That is my biggest complaint about the coverage so far.
Follow that damn puck!




--
Ravi Shah
shah+@pitt.edu",sports
You can't.  But good luck trying.,sports
,sports
"I haven't seen anyone post this so I will do the honors.

Maine beat LSSU 5-4 in Milwaukee on Saturday night.  It was quite a game.
Maine stormed to a 2-0 lead in the first and looked like they might run away
with it.  Maine's first goal came inside the first thirty seconds of the game.
LSSU came back at the end of the period to cut the lead to 2-1.

LSSU came out in the second dominating the play particularly along the boards.
The play went quickly with the refs running a no-holds-barred type of game.
LSSU scored three more unanswered goals to lead 4-2 at the end of the second.
Now it looked like LSSU might just walk away with the game.

Coach Walsh, of Maine, replaced the starting goalie Dunham with Snow, who won
the game against Michigan.  Snow proved to be a much more aggressive goalie.
The third period, like the second, belonged to the team behind.  Maine scored
three unanswered goals in a span of five minutes after the four minute mark.
They were all scored by Jim Montgomery, the tournament MVP, and all assisted by
Paul Kariya.

The last minute of the game bears highlighting.  The change to Snow also
proved the difference in the end.  With one minute to go and with the LSSU
goalie pulled, Snow dueled with a LSSU forward in a amazing set of moves by
both.  Snow won.  It was a great way to end the game.

This year's three championships games were sold out last year in about one
month.  The Bradley Center holds approximately 17,700.  
",sports
"Way back in the early years (~50's) it took 8 wins to garner the Stanley Cup. 
Soooooo, a couple of local fish mongers (local to the Joe Louis Arena, that is)
started the tradition of throwing an octopi onto the ice with every win.  After
each victory, one leg would be severed before the octopus found its way to the
ice.  (They are dead by the way.)  It was a brilliant marketing strategy to
shore up the demand for one of their least popular products.

Hope this helps.",sports
"Toronto                          1 1 1--3
Detroit                          1 4 1--6
First period
     1, Detroit, Yzerman 1 (Gallant, Ciccarelli) 4:48.
     2, Toronto, Cullen 1 (Clark, Gill) 10:44.
Second period
     3, Detroit, Sheppard 1 (Probert, Coffey) pp, 5:04.
     4, Detroit, Burr 1 (Racine) sh, 6:42.
     5, Detroit, Chiasson 1 (Coffey) pp,11:00.
     6, Detroit, Howe 1 (Yzerman, Drake) 14:46.
     7, Toronto, Gilmour 1 (Borschevsky, Ellett) pp, 19:59.
Third period
     8, Detroit, Racine 1 (Primeau, Drake) 5:10.
     9, Toronto, Lefebvre 1 (Cullen, Pearson) 7:45.

Detroit: 6    Power play: 6-2   Special goals:  pp: 2  sh: 1  Total: 3
Scorer            G    A   Pts
---------------  ---  ---  ---
Burr               1    0    1
Chiasson           1    0    1
Ciccarelli         0    1    1
Coffey             0    2    2
Drake              0    2    2
Gallant            0    1    1
Howe               1    0    1
Primeau            0    1    1
Probert            0    1    1
Racine             1    1    2
Sheppard           1    0    1
Yzerman            1    1    2

Toronto: 3    Power play: 5-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Borschevsky        0    1    1
Clark              0    1    1
Cullen             1    1    2
Ellett             0    1    1
Gill               0    1    1
Gilmour            1    0    1
Lefebvre           1    0    1
Pearson            0    1    1

-----------------------------------------
Winnipeg                         1 0 1--2
Vancouver                        2 0 2--4
First period
     1, Vancouver, Adams 1 (Linden, Bure) pp, 1:23.
     2, Vancouver, Craven 1 (Bure, Murzyn) 9:56.
     3, Winnipeg, Steen 1 (Shannon, Housley) pp, 17:53.
Second period
     No scoring.
Third period
     4, Winnipeg, King 1 (Barnes) 3:43.
     5, Vancouver, Linden 1(Courtnall, McLean) 12:16.
     6, Vancouver, Ronning 1 (Courtnall) 18:31.

Vancouver: 4    Power play: 6-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Adams              1    0    1
Bure               0    2    2
Courtnall          0    2    2
Craven             1    0    1
Linden             1    1    2
McLean             0    1    1
Murzyn             0    1    1
Ronning            1    0    1

Winnipeg: 2    Power play: 3-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Barnes             0    1    1
Housley            0    1    1
King               1    0    1
Shannon            0    1    1
Steen              1    0    1
",sports
"


Did he ever really convert?  He married a Jewish woman, but I've never
heard him say he converted.  Elliot Maddox, on the other hand...



Yep, Holtzman.  Saul Rogovin won an ERA title in 1949 or so before blowing out
the arm.


I'd be surprised.  btw, they may just be shopping Gallego around to
make room for AS.",sports
"
The Chicago Tribune pitching form has Perez pitching today (4/16).  But
given the way that Buck changes his rotation so often, that could just be
the work of a confused stat-page editor.

",sports
"Showing a meaningless (relatively) baseball game over the overtime of
game that was tied up with less than 3 seconds left on the clock?
Gimme a break!  Where does ESPN get these BRILLIANT decisions from?",sports
"
Frankly, no.  Offense and defense are equally important.  But the
pitcher is 80% of the defense.  The primary role of every other player
is on offense.  Even shortstops are a bigger part of the offensive
game than of the defensive game.  (They might not do much with their
part of the offense, but that's another issue.)

That being said, I think both Smith and Yount deserve the HOF.  They
hit pretty well in addition to their defense.",sports
"



  Alomar fans left RBI fans and Runs off this list because they are dependant
on the team. (To a large extent). If Frank Thomas hit first, he'd lose a LOT
of RBI's; and anyways how many 2nd place hitters have you known to drive
in 100 runs? Doesn't happen that often.....very unlikely with Devon White's
~.300 OBP in front of you...",sports
"
He's not gone yet.  The position opening is down to Polie and the
Sabres' GM Gerry Meehan.  I think I'd like to see Meehan gone...
",sports
"NHL RESULTS FOR GAMES PLAYED 4/14/93.

--------------------------------------------------------------------------------
                                  STANDINGS
      PATRICK              ADAMS              NORRIS              SMYTHE
 TM    W  L  T  PT   TM    W  L  T  PT   TM    W  L  T  PT   TM    W  L  T  PT
 
xPIT  56 21  7 119  xBOS  51 26  7 109  xCHI  46 25 12 104  xVAN  45 29  9  99
yWAS  42 34  7  91  yQUE  47 27 10 104  yDET  46 28  9 101  yCAL  42 30 11  95
yNJ   40 36  7  87  yMON  48 30  6 102  yTOR  44 28 11  99  yLA   39 34 10  88
yNYI  39 37  7  85  yBUF  38 35 10  86   STL  36 36 11  83  yWIN  39 37  7  85
 PHL  34 37 11  79   HAR  26 51  6  58   MIN  36 37 10  82   EDM  26 49  8  60
 NYR  34 38 11  79   OTT  10 70  4  24   TB   23 53  7  53   SJ   11 70  2  24

x - Clinched Division Title
y - Clinched Playoff Berth

--------------------------------------------------------------------------------

Boston Bruins    (51-26-7)   2   2   0   -   4
Ottawa Senators  (10-70-4)   0   1   1   -   2

1st period: BOS, Roberts 5 - (Juneau) 7:19
	    BOS, Wiemer 1 - (Juneau, Oates) 17:47

2nd period: BOS, Neely 11 - (Juneau, Murphy) 6:10
	    BOS, Hughes 5 - (Richer, Kimble) 7:55
	    OTT, Archibald 9 - (Rumble, Lamb) 11:37
	  
3rd period: OTT, Boschman 9 - (Kudelski) 5:10

Powerplay Opportunities-Bruins   0 of 2
			Senators 0 of 4

Shots on Goal-	Bruins    13  11  10  -  34
		Senators   5   9  12  -  26

Boston Bruins--Moog (36-14-3) (8 shots - 8 saves)  Blue (9:38 second) 
	       (18 shots - 16 saves)
Ottawa Senators--Sidorkiewicz (8-46-3) (27 shots - 23 saves)  Berthiaume
		 (6:36 third) (7 shots - 7 saves)

ATT-10,500

--------------------------------------------------------------------------------

Washington Capitals   (42-34-7)   0   0   2   -   2
New York Rangers     (34-38-11)   0   0   0   -   0

1st period: NONE

2nd period: NONE

3rd period: WAS, Bondra 36 - (Pivonka, Cavallini) 6:54
	    WAS, Bondra 37 - (Cote, Pivonka) 10:10

Powerplay Opportunities-Capitals 0 of 2
			Rangers  0 of 1

Shots on Goal-	Capitals  16  11  12  -  39
		Rangers    8   7   8  -  23

Washington Capitals--Tabaracci (7-11-0) (23 shots - 23 saves)
New York Rangers--Richter (13-17-3) (39 shots - 37 saves)

ATT-17,897

--------------------------------------------------------------------------------

New York Islanders  (39-37-7)   2   1   1   0   -   4
Hartford Whalers    (26-51-6)   2   1   1   1   -   5

1st period: NYI, Ferraro 13 - (Malakhov, King) 1:29
	    NYI, Hogue 32 - (Thomas, Turgeon) 1:57
	    HAR, Yake 21 - (Poulin) 4:15
	    HAR, Yake 22 - (Nylander, Poulin) 16:44

2nd period: HAR, Verbeek 39 - (Cassels, Weinrich) (pp) 2:43
	    NYI, Thomas 35 - (King, Ferraro) 7:58

3rd period: HAR, Burt 5 - (Sanderson, Cassels) 13:41
	    NYI, Malakhov 14 - (Hogue) 17:45

Overtime:   HAR, Janssens 12 - (Poulin) 1:08

Powerplay Opportunities-Islanders 0 of 3
			Whalers   1 of 3

Shots on Goal-	Islanders  16   8   7   1  -  32
		Whalers     7  13   7   1  -  28

New York Islanders--Fitzpatrick (16-15-5) (28 shots - 23 saves)
Hartford Whalers--Lenaduzzi (1-0-1) (32 shots - 28 saves)

ATT-10,915

--------------------------------------------------------------------------------

Pittsburgh Penguins  (56-21-7)   2   3   1   0   -   6
New Jersey Devils    (40-36-7)   2   4   0   0   -   6

1st period: PIT, Daniels 5 - (Needham, Tippett) 4:14
	    NJD, C.Lemieux 29 - (Semak, Driver) 10:19
	    PIT, K.Stevens 55 - (Tocchet, Murphy) (pp) 12:40
	    NJD, Zelepukin 22 - (Driver, Niedermayer) 17:26

2nd period: PIT, M.Lemieux 68 - (Stevens, Tocchet) 1:42
	    NJD, Semak 36 - (C.Lemieux, Zelepukin) 2:27
	    PIT, McEachern 28 - (Jagr, Barrasso) 4:24
	    NJD, S.Stevens 12 - (Guerin, Pellerin) 5:45
	    PIT, M.Lemieux 69 - (sh) 12:40
	    NJD, Richer 37 - (Nicholls) 15:53
	    NJD, C.Lemieux 30 - (Semak, Zelepukin) 17:40

3rd period: PIT, Mullen 33 - (Jagr, M.Lemieux) 18:54

Overtime:   NONE

Powerplay Opportunities-Penguins 1 of 5
			Devils   0 of 3

Shots on Goal-	Penguins   9  11   8   2  -  30
		Devils    12  15   9   3  -  39

Pittsburgh Penguins--Barrasso (43-14-5) (39 shots - 33 saves)
New Jersey Devils--Billington (21-14-4) (30 shots - 24 saves)

ATT-14,796

--------------------------------------------------------------------------------
",sports
"Sutcliffe gives up 3 HRs (Gonzales 1, Palmer 2) and Mills gives up
1 HR (Gonzales) to lose 7-4.  Sutcliffe

Texas     7 10  0 Lefferts 1-0
Baltimore 4  9  0 Sutcliffe 0-1
",sports
"
No problem, no offence taken ...


It is sad, just as a lover of the sport, that this team can be in
the metro New York area for over a decade and still exist as just
a non-entity ...


We're getting the Sabres-Bruins as the replacement game (and probably
so are you) while the Devils-Penguins game is played on SCNY and the
Islanders-Caps are the overflow game on the SCA (SCNY Plus).  If the
Sabres-Bruins ends early then we'll go to the Devils-Penguins game
(assuming that ESPN follows their previous patterns; we got the last
minute of the Islanders-Rangers and all of the overtime two weeks
ago).  ESPN's coverage started last night, by accident, but as one
or more other writers have pointed out, they could've gone to wild
hog wrestling for the evening instead ...

gld",sports
"Why did I get sucked into this?


Assuming you're serious, I guess you'd be surprised to hear
that us GUYS don't think so. I would guess that a tiny fraction
of 1% of the folks reading your post agree with it. I kind of
doubt that even you agree with it.

I'm not going to go through your points one at a time, because, 
after all, not many of them have anything at all to do with baseball.

I'm only replying to this because you brought up Pam Postema, the
AAA umpire who sued (is suing?) baseball on the grounds of sex
discrimination because she wasn't promoted to the majors.


I've never seen her ump a game. I have no first hand experience
with her ability as an umpire.

But I have seen her on talk shows. And her point seems to be
that she can call balls and strikes as well as any of the
umpires and she knows the rulebook better than most. It seems
to me that she is missing the point and if that's how she sees
the role of umpires in the game, well I wouldn't promote her
either.

The umpires primary role has nothing to do with calling baserunners
safe or out; hell, Joe Lundy could do that. Their primary function is
to maintain order in the game, keep the game moving, and keep the
players from trying to kill each other. 

Umpires have to be extremely tough people. That disqualifies most
of us, both men and women. And if Ms. Postema thinks that she
deserves to be a major league umpire because of her command of
the rulebook, then I think that disqualifies her as well. Umpires
need to command the game; command of the rulebook is secondary.


",sports
,sports
"
People are seeming to be less concerned about Kariya's size as he leads
teams to championships (World Junior and US College) and collects
awards...everyone is watching with interest as to how he will perform
on left wing with Eric Lindros and Mark Recchi at the world
championships.

4 months of go...chances were not very good that he would go in the
top five...now it has become probable...a great world championship
could put him in the top 3 with Daigle and Pronger.",sports
"Smythe Division
---------------

Vancouver vs. Winnipeg - Jets in 7
The Jets have played the Canucks tough the last three games.  Everyone is
healthy for the Jets.  I'm biased.  :)

Calgary vs. Los Angeles - Flames in 6
From what I have seen, the Kings have looked flat lately.  I just can't see
them getting by the Flames.

Final- Jets in 6.
The Jets haven't lost to the Flames in '93.  They will, but it will be a
close series that will come down to how well Roberts has recovered.  I
don't think he'll be 100%, and while it will help, it won't be enough.

Norris Division
---------------

Chicago vs. St. Louis/Minnesota
Chicago in 6 against the Blues, 7 against the Stars.  

Detroit vs. Toronto - Wings in 6.
The Wings should be able to shutdown Gilmour and Andreychuk.  Chelvadae is
more experienced than Potvin.

Final - Hawks in 7.  Brutal series.  Probert and Chelios will go at it.
Belfour is better than Chelvadae, IMHO.

Conference Final - Hawks in 6.  It hurts, but the Hawks are more experienced,
and that will carry them through to the final.

Prince of Wales Conference
--------------------------

Adams Division
--------------

Boston vs. Buffalo - Bruins in 6.
B's can check, Juneau is darn good, and Neely.  The Sabres rely too much
on Lafontaine and Mogilny.

Quebec vs. Montreal - Montreal in 7.
Classic battle, the inexperience will hurt the Nords, this year.

Final - Bruins in 5.  Habs will be hurting from their series with the Nords,
and Boston has been able to control the scorers on the Habs.

Patrick Division
----------------

Pittsburgh vs Islanders/Devils - Pens in 5.
One word.  Mario.

Washington vs. Devils/Islanders - Caps in 6 / Devils in 7.
I think the Caps can beat the Isles, but not the Devils.  Tabaracci has been
strong in goal, and if he plays like last year, he could carry the team.
It doesn't matter, though.

Final - Pens in 5.  Two more words.  Stevens.  Jagr.

Cup Final - Pens in 6.  Three last words.  Tocchet.  Murphy.  Barrasso.

The only thing I don't like about this is that the Pens woofers are going to
be out in full force again.  (I don't mean the regular Penguin fans...it's
just like the bunch around here that if these predictions are true will post
like nuts while the Jets are winning, but we won't hear from again when they
lose.)

(Oh yeah...next year's Cup prediction...Jets in 7 over the Nords.)

",sports
"
Gee, I never knew Valentine made a comment about how Viola signing
with Boston was gonna bring a World Series title to Boston.  I don't
think Valentine ever said Boston will win this year.  Boy, talk about
sensitive, insecure Toronto fans.  :)

In any case, I think Viola would have made a better signing.  Why?
Viola is younger, and is left handed (how many left handed starters does
Toronto have?

",sports
"Can anybody figure out why some box score abbreviations make
absolutely no sense?  (At least in the local Gannett rag that finds its way
to my door.)  I must have stared at ""Cleman"" in the Mets' box for a
good 30 seconds this morning wondering who the hell it was.  Wouldn't
it make more sense to use ""Colemn""?",sports
"



This is known as the Savard syndrome - and we are talking Denis, not Serge.
No team will ever win squat with the likes of Denis Savard in their lineup.


They could tell Savard to stay home and watch the games on TV.



Sounds like #12 to me.

cordially, as always, 

rm
",sports
"

Does anyone know if there will be alternate games in cities where local
broadcast rights are being protected?  I'd really love to see the Bruins a
couple times, and with this pro-Patrick bias shown by ESPN something tells me
that I will have to wait until the conference finals to see them :-}.

-JPC
 
-- ",sports
"
Obviously, it is ultimately the teams choice...the NHL would obviously
prefer not to annoy the European hockey federations, but the NHL right
now cannot force NHL teams to free their players...the Whalers probably
did it this way so as to not annoy their farm team affiliate.",sports
"
Agreed here...I'll never forget Dan Kelly calling the play-by-play in the '87
Canada Cup.  He was masterful!

And Danny Gallivan will _never_ be replaced; even now when I watch HNIC I
remember his voice...when I see an Al MacInnis or Al Iafrate (hey, what's with
these guys named Al who can shoot??) shot from the point I still think
""blistering blast""...THN had a tribute to Gallivan in the issue following his
death; in the story they included a quote from one of the games he did.  It
went: 

""It appears Risebrough has pugnaciously construed that check,"" he said, ""and 
will undoubtedly make a visitation to the box of punition.""

Classic, vintage Gallivan!  He's sorely missed.  So here's to two of the best
there was and best that ever will be.
",sports
"Tuesday, and the isles/caps game is going into overtime.
what does ESPN do.....

Tom Mees says,  ""we are obligated to bring you baseball""

I hate to say this, but last year the coverage of the playoffs on
sports channel america (out in colorado) was vastly superior
to what espn is giving us this year.
-- ",sports
"Could someone post the Flyers record with and without Eric Lindros in
the lineup


I have a guy that is trying to compare the Quebec/Flyers trade to the 

Dallas/Minnesota trade in the NFL(Hershel Walker)

I just need the stat to back up my point that Eric will be one of the next

great players

thanks",sports
"
",sports
"1st round: 
----------

PITT vs NYI:  PITT in 4. 

It looks like a safe bet.  NYI has been bagging it of late.
NYI and NJD have a showdown Friday night for the honour
of Pittsburg anyway.  Pigsburg in 4.

WASH vs NJD:  WASH in 6. 
I think that NJD have a solid team and will compete with
WASH.  I agree though with WASH in 6.

BOS  vs BUF:  BOS  in 5. 
The B's have been playing awesome hockey in the last
two weeks.  The only question is how long will it last?
Fuhr is a dud.  BOS in 4.

QUE  vs MON:  MON  in 7.
It seems to me that MON is much like the VAN - no chemistry.
The Habs seem to be not in stride. QUE in 5.  

CHI  vs STL:  CHI in 4. 
STL should not be in the playoffs. CHI in 4.

DET  vs TOR:  DET in 6.
I am a diehard Leaf fan but ... It seems that the Leafs
offense is shutting down in the last week.  Can they
turn it around against Detroit.  As I recall, the last
couple of time these two teams met, the Leafs were pummelled.
I don't know if Bobbie is allowed in Canada yet.  If he is,
DET in 5.  If not, DET in 6.

VAN  vs WIN:  WIN in 6.

Upset in the making here.  Another team with bad chemistry.
There is something gone foul among Linden, Momesso and Bure.
WIN in 6.

CAL  vs  LA:  CAL in 5.
Anybody that says that LA could possibly beet CAL does
not watch the Smythe a whole lot.  LA is a bunch of Geritols.
CAL in 4.


2nd round: 
----------

PITT vs WASH: PITT in 4. 
It seems to me that Pigsburg has some egos on their team.  Their
saving grace though is Bowman.  He can put anybody in their place.
However, if PIGS have a quick first round, they may be a little
too high.  WASH could be there for a surprise.  Having said that,
I will say PITT in 6.

BOS  vs MON:  BOS  in 6.
MON will not be there.  BOS is surprising me of late. Cam is great.
The couple of wins against QUE last week have sold me with the
B's.  B's in 6.


CHI  vs DET:  CHI  in 7.
Yikes.  This will not be pretty.  But DET is running like a machine
of late.  They've had a non-busy end of the season in which they played
like killers.  DET in 6.

WIN  vs CAL:  CAL  in 5.
CAL has a solid team, a little weak in the nets.  CAL will out
muscle WIN.  CAL in 5.

3rd round: 
----------

PITT vs BOS:  PITT in 5. 

I hate PITT.  My logic eludes me.  The dark side will take over
and give BOS the extra push it needs to dump PITT.  There may
be something to this - if you think of the rivalry.  BOS in 7.
CHI  vs CAL:  CHI  in 5. 

Finals:
------

PITT vs CHI: PITT in 5. 

NO, no, no.  We have BOS vs DET.  I don't know what to say
here.  Both teams will be flying and overdue.  I will go
with goaltending and muscle and say DET in 7.
",sports
"
Not really, though I wouldn't personally say ""the most deserving
candidate wins"".  Rarely does a player win ROY when called up in mid
season, and there have been several duds in recent years.  But this is
more a factor of mediot biases than anything else.  (I wonder.  If
Amaral hits like he is capable of, will he receive ROTY votes?  He's
only 31, he could have a long career ahead of him!  :-)


I think they are a second-division team.  They should finish ahead of
the Royals, Mariners, and *possibly* Athletics.  But I don't think
they'll be above .500.  (I think the East is stronger this year.)

Last year their pitching was bad and their offense was horrible.  This
year their offense is better, but their pitching is still pretty bad.
Even if Finley returns to form, he won't replace what they lost in
Abbott.  Sanderson?  Farrell?  I don't believe it.

And while their BA may be good, and they have decent speed, their
offense lacks punch.  They don't have any bona fide power hitters.
(Salmon, Snow, Davis, and Curtis?  None with more than 20 HR
potential.)

Cheers,
-Valentine",sports
